Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Reliability
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,5.4,95000,False,72000,Moderate
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2013,8.0,200000,True,0,Unreliable
Tahoe,Al-Jouf,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,157000,False,68500,Moderate
Land Cruiser,Dammam,Toyota,Manual,Saudi,Standard,2013,4.6,350000,False,86000,Unreliable
Patrol,Riyadh,Nissan,Automatic,Saudi,Standard,2015,5.7,190000,False,99000,Moderate
Altima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,2.5,139337,False,36500,Moderate
Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,28000,False,94000,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2009,1.0,377000,False,11000,Unreliable
Taurus,Riyadh,Ford,Automatic,Other,Semi Full,2010,3.5,318000,False,23000,Unreliable
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2015,1.4,500000,False,22000,Moderate
6,Qassim,Mazda,Automatic,Other,Standard,2016,2.5,122000,False,53000,Moderate
Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2016,1.1,179,True,0,Moderate
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.5,100000,False,850,Moderate
Explorer,Riyadh,Ford,Automatic,Other,Semi Full,2010,3.5,390000,True,0,Unreliable
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,23000,True,0,Reliable
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2013,3.6,400,True,0,Unreliable
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,95000,False,28000,Moderate
Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Semi Full,2021,5.7,100,True,0,Reliable
Camry,Riyadh,Toyota,Manual,Saudi,Standard,2011,2.5,200000,True,0,Unreliable
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,1.5,216,True,0,Unreliable
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,40000,False,145000,Reliable
Emgrand,Qassim,Geely,Automatic,Saudi,Full,2020,2.4,37000,False,58000,Reliable
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,2.0,95000,False,75000,Moderate
Town Car,Jeddah,Lincoln,Automatic,Saudi,Semi Full,2005,5.0,286,False,14000,Unreliable
Patrol,Riyadh,Nissan,Manual,Saudi,Standard,2007,4.5,450,True,0,Unreliable
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,166000,False,28500,Moderate
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2008,4.0,210000,True,0,Unreliable
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.8,54000,False,54000,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,110900,False,57000,Unreliable
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2011,5.3,188000,True,0,Unreliable
Yukon,Aseer,GMC,Automatic,Saudi,Full,2020,5.3,19400,True,0,Reliable
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2016,4.0,138000,True,0,Moderate
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,97000,False,98000,Moderate
E,Riyadh,Mercedes,Automatic,Saudi,Standard,2014,2.0,145000,True,0,Moderate
Pathfinder,Qassim,Nissan,Automatic,Saudi,Standard,2014,3.5,111000,True,0,Moderate
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,49000,False,103000,Reliable
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2016,6.2,99000,False,215000,Moderate
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,189000,True,0,Moderate
Sentra,Al-Medina,Nissan,Automatic,Saudi,Semi Full,2016,1.6,200000,True,0,Moderate
Colorado,Dammam,Chevrolet,Manual,Saudi,Standard,2013,1.4,196000,False,28000,Unreliable
S,Riyadh,Mercedes,Automatic,Other,Full,2015,1.6,90000,False,225000,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44000,False,88000,Reliable
C300,Qassim,Chrysler,Automatic,Other,Full,2016,3.6,121000,False,72000,Moderate
Camry,Makkah,Toyota,Automatic,Saudi,Full,2020,2.5,1700,False,115000,Reliable
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2020,2.0,50000,False,150000,Moderate
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2009,5.3,272000,True,0,Unreliable
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2019,3.8,35000,False,220000,Reliable
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,76677,False,111500,Moderate
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.5,56000,False,76000,Moderate
F150,Qassim,Ford,Automatic,Gulf Arabic,Full,2020,5.0,2061,False,155000,Reliable
GLE,Aseer,Mercedes,Automatic,Saudi,Semi Full,2016,3.0,71000,False,138000,Moderate
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,4.0,51000,False,130000,Moderate
Tahoe,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2019,8.0,132346,False,140000,Unreliable
C,Dammam,Mercedes,Automatic,Other,Full,2016,2.0,99000,False,129000,Moderate
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2016,5.7,1918,False,251500,Moderate
Avalon,Al-Medina,Toyota,Automatic,Saudi,Full,2014,3.8,156000,False,73000,Moderate
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2018,3.8,60000,False,85000,Moderate
Marquis,Jeddah,Ford,Automatic,Other,Full,2007,4.6,300,True,0,Unreliable
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,239900,False,46000,Moderate
Cerato,Tabouk,Kia,Automatic,Saudi,Semi Full,2014,1.6,223,False,24000,Moderate
Suburban,Al-Medina,Chevrolet,Automatic,Saudi,Semi Full,2011,4.7,462000,False,40000,Unreliable
FJ,Al-Baha,Toyota,Manual,Gulf Arabic,Full,2014,4.0,208,True,0,Moderate
Land Cruiser,Al-Ahsa,Toyota,Manual,Gulf Arabic,Full,2006,4.6,38000,True,0,Unreliable
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2002,3.5,333,True,0,Unreliable
Land Cruiser,Al-Jouf,Toyota,Automatic,Saudi,Full,2016,5.7,212000,True,0,Moderate
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2016,3.5,155000,False,65000,Moderate
Land Cruiser,Najran,Toyota,Automatic,Gulf Arabic,Full,2013,4.6,260,True,0,Unreliable
Mohave,Riyadh,Kia,Automatic,Other,Semi Full,2017,3.7,75000,True,0,Moderate
FJ,Abha,Toyota,Automatic,Saudi,Standard,2009,4.0,390000,True,0,Unreliable
Rio,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.4,79000,False,31000,Moderate
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,182774,False,62000,Moderate
Land Cruiser,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,136000,False,140000,Moderate
Edge,Riyadh,Ford,Automatic,Other,Standard,2013,3.5,276,True,0,Unreliable
CX5,Jeddah,Mazda,Manual,Saudi,Full,2017,2.5,130,True,0,Moderate
Challenger,Jeddah,Dodge,Automatic,Saudi,Full,2013,5.7,173,False,38000,Unreliable
Explorer,Al-Baha,Ford,Automatic,Other,Semi Full,2010,1.6,3275230,True,0,Unreliable
Land Cruiser,Riyadh,Toyota,Automatic,Other,Full,2020,4.0,20000,True,0,Reliable
Prado,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2018,4.0,90000,False,138000,Moderate
LX,Dammam,Lexus,Automatic,Saudi,Full,2021,5.7,9100,False,459000,Reliable
Taurus,Al-Medina,Ford,Automatic,Saudi,Standard,2017,2.3,45000,True,0,Moderate
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,51000,False,62000,Moderate
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.7,24000,True,0,Moderate
Accent,Hafar Al-Batin,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,51000,False,35000,Moderate
Mohave,Riyadh,Kia,Automatic,Other,Full,2015,3.8,316884,True,0,Moderate
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,133578,False,77500,Moderate
Taurus,Makkah,Ford,Automatic,Other,Standard,2010,2.9,2200,True,0,Unreliable
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,226000,False,41000,Moderate
Traverse,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2011,2.5,65000,False,35000,Moderate
SEL,Riyadh,Mercedes,Automatic,Saudi,Full,1991,3.0,277,False,28000,Unreliable
Land Cruiser,Jeddah,Toyota,Manual,Saudi,Full,2004,4.0,600000,False,34800,Unreliable
Maxima,Jeddah,Nissan,Manual,Saudi,Standard,2000,3.5,400000,False,12500,Unreliable
Suburban,Taef,GMC,Automatic,Saudi,Standard,2013,5.3,180000,True,0,Unreliable
Other,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2013,3.0,318000,False,40000,Unreliable
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,1.4,270000,True,0,Moderate
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.3,134000,False,48000,Moderate
Duster,Dammam,Renault,Automatic,Saudi,Standard,2017,2.0,124000,False,27000,Moderate
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.6,17005,False,70000,Moderate
Suburban,Riyadh,Chevrolet,Automatic,Other,Semi Full,1999,9.0,200000,True,0,Unreliable
Taurus,Jeddah,Ford,Automatic,Saudi,Semi Full,2019,2.0,89500,False,76000,Moderate
POS24,Taef,Mercedes,Manual,Other,Standard,1982,8.0,1000,True,0,Unreliable
Land Cruiser 70,Al-Medina,Toyota,Manual,Other,Full,2018,4.0,189,True,0,Moderate
Sonata,Jeddah,Hyundai,Automatic,Other,Semi Full,2015,3.3,156500,True,0,Moderate
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2018,2.7,16700,False,72000,Moderate
Prado,Khobar,Toyota,Automatic,Saudi,Semi Full,2018,4.0,74000,False,150000,Moderate
FJ,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,381000,False,88000,Moderate
3,Riyadh,Mazda,Automatic,Saudi,Standard,2015,1.6,200000,False,25000,Moderate
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2015,5.3,199000,False,97000,Moderate
Furniture,Tabouk,Toyota,Automatic,Saudi,Semi Full,2018,2.7,30000,True,0,Moderate
Rav4,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,152000,True,0,Moderate
Van,Tabouk,Ford,Automatic,Other,Semi Full,2013,3.6,186,False,45000,Unreliable
Range Rover,Makkah,Land Rover,Automatic,Saudi,Full,2004,5.3,300000,False,22000,Unreliable
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.7,230000,False,45000,Moderate
Yukon,Dammam,GMC,Automatic,Saudi,Semi Full,2012,5.3,267,True,0,Unreliable
Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,193000,False,58000,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,65000,False,30000,Moderate
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,131929,False,116500,Moderate
2,Riyadh,Mazda,Automatic,Saudi,Standard,2011,1.5,37000,False,14000,Unreliable
Other,Aseer,Honda,Manual,Other,Full,1985,1.0,20000,True,0,Unreliable
Cerato,Riyadh,Kia,Automatic,Other,Standard,2012,1.6,312287,False,17000,Unreliable
Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2017,2.7,150000,False,70000,Moderate
C300,Dammam,Chrysler,Automatic,Other,Full,2013,5.7,178000,False,45000,Unreliable
Charger,Dammam,Dodge,Automatic,Saudi,Full,2018,5.7,130000,False,2300,Moderate
Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,205812,False,65000,Moderate
Cerato,Riyadh,Kia,Automatic,Other,Semi Full,2014,1.6,187,False,25000,Moderate
GX,Dammam,Lexus,Automatic,Saudi,Full,2015,4.6,170000,False,135000,Moderate
Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,213000,False,70000,Moderate
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,112000,False,39500,Unreliable
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2018,2.7,88000,False,79500,Moderate
Acadia,Makkah,GMC,Automatic,Other,Semi Full,2008,1.6,27000,True,0,Unreliable
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2009,5.0,195000,False,45000,Unreliable
Senta fe,Najran,Hyundai,Automatic,Saudi,Full,2009,3.3,280000,True,0,Unreliable
Navara,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,86000,True,0,Moderate
Taurus,Aseer,Ford,Automatic,Saudi,Standard,2017,3.5,80000,True,0,Moderate
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,135000,False,60000,Moderate
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2014,2.0,290000,False,33500,Moderate
LS,Riyadh,Lexus,Automatic,Saudi,Full,1997,4.0,361000,False,12000,Unreliable
Marquis,Jeddah,Ford,Automatic,Saudi,Semi Full,2005,4.6,270000,False,15000,Unreliable
Charger,Taef,Dodge,Automatic,Other,Full,2013,5.7,175,False,38000,Unreliable
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,117000,False,145000,Unreliable
A7,Riyadh,Audi,Automatic,Saudi,Full,2014,2.8,182000,True,0,Moderate
i40,Jeddah,Hyundai,Automatic,Saudi,Full,2015,2.0,48000,False,47000,Moderate
Town Car,Taef,Lincoln,Automatic,Other,Semi Full,2011,4.6,96162,True,0,Moderate
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2010,5.6,346000,False,70000,Unreliable
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.5,132000,False,56000,Moderate
Taurus,Aseer,Ford,Automatic,Saudi,Semi Full,2015,8.0,219819,True,0,Moderate
C300,Dammam,Chrysler,Automatic,Saudi,Semi Full,2008,6.0,212,False,12500,Unreliable
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,149818,True,0,Moderate
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,83000,False,37000,Moderate
F-Pace,Riyadh,Jaguar,Automatic,Saudi,Full,2019,2.5,27000,False,185000,Reliable
Elantra,Jazan,Hyundai,Manual,Saudi,Semi Full,2008,2.0,400,True,0,Unreliable
XF,Riyadh,Jaguar,Automatic,Saudi,Semi Full,2009,6.0,50000,False,35000,Moderate
The 4,Jeddah,BMW,Automatic,Saudi,Full,2016,2.0,110000,False,120000,Moderate
6,Riyadh,Mazda,Automatic,Saudi,Standard,2016,2.5,127500,True,0,Moderate
Flex,Riyadh,Ford,Automatic,Other,Full,2014,3.5,173000,True,0,Moderate
C,Dammam,Mercedes,Automatic,Saudi,Semi Full,2019,2.0,44000,False,185000,Reliable
S,Dammam,Mercedes,Automatic,Saudi,Semi Full,2000,3.0,100,False,15000,Unreliable
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2019,4.6,110000,False,250000,Unreliable
Hilux,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,93000,True,0,Moderate
Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2017,4.0,102000,False,116500,Moderate
Innova,Riyadh,Toyota,Automatic,Other,Full,2014,2.7,205,True,0,Moderate
C,Dammam,Mercedes,Automatic,Saudi,Full,2017,4.0,80000,False,270000,Moderate
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2008,5.7,3300000,False,27000,Unreliable
Hilux,Taef,Toyota,Manual,Saudi,Full,2017,2.7,162,True,0,Moderate
Durango,Al-Medina,Dodge,Automatic,Saudi,Semi Full,2013,8.7,280,True,0,Unreliable
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,270000,False,33000,Moderate
Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,2.7,141000,False,55000,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,166616,False,135000,Moderate
H6,Dammam,HAVAL,Automatic,Saudi,Standard,2020,2.0,20000,False,57000,Reliable
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,44000,False,64000,Reliable
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2014,6.2,118000,False,100000,Moderate
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2016,3.0,91747,False,66500,Moderate
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2017,5.0,150000,False,115000,Moderate
LX,Jeddah,Lexus,Automatic,Saudi,Full,2015,5.7,105000,False,213000,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,127000,False,43000,Moderate
Discovery,Jeddah,Land Rover,Automatic,Saudi,Full,2016,2.2,133,True,0,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,5.7,323000,True,0,Unreliable
ES,Al-Medina,Lexus,Automatic,Saudi,Full,2017,3.4,128000,True,0,Moderate
Navara,Riyadh,Nissan,Automatic,Saudi,Standard,2012,2.5,193,True,0,Unreliable
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,65700,False,32000,Moderate
Echo Sport,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2020,2.0,2400,False,55000,Reliable
F150,Dammam,Ford,Automatic,Other,Full,2014,6.2,126000,True,0,Moderate
Silverado,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,110000,False,107000,Moderate
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,358000,False,55000,Unreliable
Armada,Riyadh,Nissan,Automatic,Other,Full,2010,5.6,300000,True,0,Unreliable
Sonata,Tabouk,Hyundai,Automatic,Other,Full,2015,2.0,120,True,0,Moderate
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.6,73000,False,48500,Moderate
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2015,2.7,340000,True,0,Moderate
A8,Riyadh,Audi,Automatic,Other,Full,2013,4.0,100000,False,108000,Unreliable
Caprice,Abha,Chevrolet,Automatic,Other,Standard,2013,6.0,215,False,42000,Unreliable
Tahoe,Yanbu,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,372,True,0,Unreliable
Senta fe,Jazan,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,122,False,45000,Moderate
H2,Qassim,HAVAL,Automatic,Saudi,Full,2020,1.5,15000,False,49000,Reliable
LX,Qassim,Lexus,Automatic,Saudi,Full,2021,5.7,100,True,0,Reliable
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,27000,False,418000,Reliable
Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2020,3.6,27150,False,165000,Reliable
CT-S,Al-Medina,Cadillac,Automatic,Saudi,Semi Full,2013,3.8,137000,False,45000,Unreliable
Mustang,Dammam,Ford,Automatic,Other,Full,2018,2.3,81000,False,119000,Moderate
Sonata,Qurayyat,Hyundai,Automatic,Other,Full,2015,2.4,72000,True,0,Moderate
B50,Yanbu,FAW,Automatic,Other,Semi Full,2016,1.8,125000,False,20000,Moderate
Charger,Taef,Dodge,Automatic,Saudi,Semi Full,2018,1.6,5000,False,125000,Moderate
Camry,Qassim,Toyota,Automatic,Other,Full,2019,3.6,70000,True,0,Moderate
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.0,113000,False,105000,Unreliable
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2014,2.5,220,False,46000,Moderate
6,Riyadh,MG,Automatic,Gulf Arabic,Full,2014,1.8,79000,False,23000,Moderate
Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,1.4,101000,False,21000,Moderate
Caprice,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2013,6.0,270000,True,0,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,5.3,350000,False,55000,Unreliable
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,129000,False,74000,Moderate
Bus Urvan,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,106000,False,65000,Moderate
Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,3.0,101000,False,65000,Moderate
Durango,Al-Namas,Dodge,Automatic,Saudi,Semi Full,2014,3.6,244000,False,52000,Moderate
Sonata,Al-Medina,Hyundai,Automatic,Saudi,Full,2018,2.4,97000,False,65000,Moderate
Malibu,Khobar,Chevrolet,Automatic,Saudi,Full,2015,2.4,175500,False,32000,Moderate
Cressida,Riyadh,Toyota,Manual,Saudi,Standard,1991,1.4,520000,True,0,Unreliable
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,1.0,74000,False,60000,Moderate
Carnival,Riyadh,Kia,Automatic,Other,Standard,2014,6.0,259066,False,40000,Moderate
Land Cruiser,Tabouk,Toyota,Manual,Saudi,Full,1997,4.5,708000,False,25000,Unreliable
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,75335,False,78000,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,123291,False,29500,Unreliable
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,860000,False,77000,Moderate
Pajero,Jubail,Mitsubishi,Automatic,Saudi,Semi Full,2011,6.0,140000,False,38000,Unreliable
Rio,Al-Ahsa,Kia,Automatic,Other,Standard,2014,1.4,196,False,18000,Moderate
Elantra,Makkah,Hyundai,Automatic,Saudi,Standard,2012,1.8,222000,False,17500,Unreliable
Tahoe,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,500000,True,0,Moderate
Yukon,Al-Baha,GMC,Automatic,Saudi,Standard,2013,3.5,157000,False,72000,Unreliable
Sonata,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,130,False,40000,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,99104,False,26800,Moderate
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2019,2.7,55000,True,0,Moderate
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,1.4,13400,False,65000,Moderate
Odyssey,Dammam,Honda,Automatic,Other,Standard,2009,3.5,200000,False,38000,Unreliable
Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2015,2.7,243000,False,50000,Moderate
Furniture,Hail,Toyota,Manual,Saudi,Standard,2015,2.7,200000,True,0,Moderate
Durango,Tabouk,Dodge,Automatic,Other,Full,2013,5.7,275000,False,40000,Unreliable
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2005,4.0,24200,True,0,Unreliable
Accord,Dammam,Honda,Automatic,Saudi,Full,2009,2.4,159000,False,36000,Unreliable
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,28000,False,54000,Moderate
Datsun,Riyadh,Nissan,Manual,Other,Full,2014,2.0,240000,False,30000,Moderate
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2003,5.3,500000,True,0,Unreliable
The 7,Jeddah,BMW,Automatic,Saudi,Semi Full,2012,2.0,197000,False,50000,Unreliable
Durango,Jubail,Dodge,Automatic,Saudi,Standard,2014,3.6,238,True,0,Moderate
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,142000,False,53000,Unreliable
CS75,Jeddah,Changan,Automatic,Saudi,Standard,2021,1.6,8000,False,62000,Reliable
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,280000,False,46000,Unreliable
Delta,Najran,Daihatsu,Automatic,Gulf Arabic,Full,1990,3.7,15800,False,50000,Unreliable
LS,Riyadh,Lexus,Manual,Saudi,Full,2006,1.0,350,True,0,Unreliable
Genesis,Riyadh,Hyundai,Automatic,Other,Standard,2017,3.8,128000,False,83000,Moderate
Taurus,Al-Ahsa,Ford,Automatic,Saudi,Standard,2011,4.5,301515,False,26000,Unreliable
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2016,2.5,130000,True,0,Moderate
H2,Khobar,HAVAL,Automatic,Saudi,Full,2021,1.5,6000,False,57900,Reliable
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,106646,False,22500,Moderate
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2012,2.4,217000,False,39500,Unreliable
X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,119000,False,51000,Moderate
Azera,Jeddah,Hyundai,Automatic,Saudi,Standard,2021,3.5,10000,False,1800,Reliable
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,2.4,268000,False,58000,Moderate
Marquis,Najran,Ford,Automatic,Other,Full,2008,4.6,500,True,0,Unreliable
Patrol,Hail,Nissan,Manual,Other,Standard,2015,4.0,335000,True,0,Moderate
Escalade,Qassim,Cadillac,Automatic,Other,Semi Full,2007,6.2,476000,False,18000,Unreliable
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,49271,False,81500,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2012,1.0,448000,False,109000,Unreliable
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.4,100,False,72910,Reliable
H9,Riyadh,HAVAL,Automatic,Saudi,Full,2021,2.0,600,True,0,Reliable
Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,94182,False,44000,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,129356,False,140000,Moderate
RC,Dammam,Lexus,Automatic,Other,Full,2019,3.6,42000,False,215000,Reliable
X-Trail,Dammam,Nissan,Automatic,Saudi,Standard,2017,2.5,57000,True,0,Moderate
6,Dammam,Mazda,Automatic,Saudi,Standard,2006,1.6,288000,False,11000,Unreliable
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,4200,False,599000,Reliable
Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2010,5.4,230,False,35000,Unreliable
Doblo,Riyadh,Fiat,Manual,Saudi,Standard,2016,1.4,28400,False,20000,Moderate
MKX,Dammam,Lincoln,Automatic,Other,Full,2016,3.7,99000,False,99000,Moderate
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,18000,False,128000,Reliable
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,3.5,300,True,0,Moderate
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2021,1.5,9500,True,0,Reliable
Corolla,Riyadh,Toyota,Automatic,Other,Full,2015,2.0,80000,False,39000,Moderate
Mustang,Makkah,Ford,Manual,Other,Full,2015,5.0,111000,False,92999,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,273392,False,100000,Unreliable
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,86000,False,127000,Moderate
A4,Dammam,Audi,Automatic,Gulf Arabic,Full,2014,2.0,324000,True,0,Moderate
FJ,Najran,Toyota,Automatic,Gulf Arabic,Full,2015,4.0,337243,True,0,Moderate
C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,86000,False,105000,Moderate
CS75,Dammam,Changan,Automatic,Saudi,Full,2020,1.8,62000,True,0,Moderate
